Economic_Freedom_Indicator,Outcome_Variable,Lag_Years,Correlation,P_Value,Sample_Size,CI_Lower,CI_Upper,Strength,Significance
Judicial Effectiveness,Life_Expectancy,-15,0.674,0.0,300,0.6071,0.7315,Strong,Significant
Judicial Effectiveness,Life_Expectancy,-24,0.6738,0.0,68,0.5187,0.786,Strong,Significant
Tax Burden,HDI,-12,-0.6737,0.0,637,-0.714,-0.6289,Strong,Significant
Business Freedom,HDI,-2,0.6736,0.0,1400,0.6439,0.7012,Strong,Significant
Property Rights,Life_Expectancy,5,0.6733,0.0,1109,0.6398,0.7043,Strong,Significant
Judicial Effectiveness,Life_Expectancy,-14,0.6732,0.0,311,0.6075,0.7298,Strong,Significant
Judicial Effectiveness,Life_Expectancy,-9,0.673,0.0,342,0.6105,0.7271,Strong,Significant
Government Integrity,HDI,21,0.6728,0.0,178,0.5834,0.7461,Strong,Significant
Government Spending,HDI,-4,-0.6721,0.0,1184,-0.7022,-0.6396,Strong,Significant
Government Integrity,Life_Expectancy,-2,0.672,0.0,1423,0.6424,0.6995,Strong,Significant
Property Rights,Life_Expectancy,-4,0.672,0.0,1204,0.6398,0.7019,Strong,Significant
Judicial Effectiveness,Life_Expectancy,-20,0.6715,0.0,207,0.5891,0.7401,Strong,Significant
Government Integrity,Life_Expectancy,0,0.6704,0.0,1679,0.6432,0.6959,Strong,Significant
Property Rights,HDI,3,0.6701,0.0,1297,0.639,0.6991,Strong,Significant
Judicial Effectiveness,HDI,-2,0.67,0.0,395,0.6118,0.721,Strong,Significant
Property Rights,Life_Expectancy,-24,0.6699,0.0,68,0.5135,0.7832,Strong,Significant
Property Rights,Gini_Index,-24,-0.6699,0.0,68,-0.7832,-0.5135,Strong,Significant
Judicial Effectiveness,Life_Expectancy,-19,0.6698,0.0,232,0.5921,0.7352,Strong,Significant
Government Integrity,HDI,24,0.6693,0.0,66,0.5099,0.7843,Strong,Significant
Government Integrity,Life_Expectancy,-1,0.6693,0.0,1547,0.6408,0.6959,Strong,Significant
Judicial Effectiveness,Life_Expectancy,-10,0.6684,0.0,335,0.6045,0.7237,Strong,Significant
Business Freedom,HDI,1,0.6682,0.0,1528,0.6395,0.6951,Strong,Significant
Trade Freedom,HDI,3,0.6678,0.0,1297,0.6365,0.6969,Strong,Significant
Government Spending,HDI,3,-0.6673,0.0,1297,-0.6964,-0.6359,Strong,Significant
Judicial Effectiveness,HDI,-3,0.667,0.0,384,0.6075,0.7191,Strong,Significant
Business Freedom,HDI,-17,0.6661,0.0,360,0.6044,0.7199,Strong,Significant
Tax Burden,HDI,-11,-0.6655,0.0,697,-0.705,-0.622,Strong,Significant
Judicial Effectiveness,Life_Expectancy,0,0.6647,0.0,409,0.6069,0.7156,Strong,Significant
Judicial Effectiveness,HDI,-4,0.6638,0.0,369,0.6025,0.7173,Strong,Significant
Business Freedom,HDI,2,0.6638,0.0,1409,0.6336,0.6921,Strong,Significant
Government Integrity,HDI,22,0.6631,0.0,138,0.5578,0.7474,Strong,Significant
Tax Burden,HDI,19,-0.6624,0.0,270,-0.7245,-0.5897,Strong,Significant
Judicial Effectiveness,Life_Expectancy,1,0.6624,0.0,298,0.5934,0.7217,Strong,Significant
Business Freedom,HDI,-18,0.6622,0.0,311,0.5948,0.7204,Strong,Significant
Property Rights,HDI,24,0.6619,0.0,66,0.5,0.7791,Strong,Significant
Property Rights,Extreme_Poverty_Share,-19,-0.6602,0.0,210,-0.7303,-0.5763,Strong,Significant
Property Rights,Life_Expectancy,-3,0.6602,0.0,1308,0.6285,0.6898,Strong,Significant
Judicial Effectiveness,Extreme_Poverty_Share,-17,-0.6601,0.0,222,-0.7284,-0.5787,Strong,Significant
Government Integrity,HDI,23,0.6598,0.0,102,0.5338,0.7571,Strong,Significant
Property Rights,Gini_Index,-22,-0.6596,0.0,142,-0.7436,-0.5552,Strong,Significant
Property Rights,Extreme_Poverty_Share,-15,-0.6588,0.0,402,-0.7108,-0.5997,Strong,Significant
Property Rights,HDI,21,0.6585,0.0,178,0.5663,0.7345,Strong,Significant
Tax Burden,HDI,18,-0.6585,0.0,320,-0.7164,-0.5916,Strong,Significant
Property Rights,Gini_Index,-21,-0.6581,0.0,183,-0.7332,-0.5672,Strong,Significant
Property Rights,Life_Expectancy,22,0.658,0.0,138,0.5515,0.7434,Strong,Significant
Tax Burden,HDI,-10,-0.658,0.0,759,-0.6966,-0.6157,Strong,Significant
Overall Score,Gini_Index,-23,-0.6578,0.0,105,-0.7544,-0.5334,Strong,Significant
Business Freedom,HDI,-19,0.6578,0.0,262,0.5831,0.7215,Strong,Significant
Business Freedom,HDI,-16,0.6563,0.0,413,0.5976,0.7079,Strong,Significant
Tax Burden,HDI,17,-0.6555,0.0,370,-0.71,-0.5932,Strong,Significant
Property Rights,Life_Expectancy,4,0.6552,0.0,1202,0.6217,0.6863,Strong,Significant
Business Freedom,HDI,8,0.655,0.0,896,0.616,0.6909,Strong,Significant
Trade Freedom,HDI,-1,0.6545,0.0,1522,0.6248,0.6823,Strong,Significant
Trade Freedom,HDI,4,0.6544,0.0,1196,0.6207,0.6856,Strong,Significant
Business Freedom,HDI,3,0.6536,0.0,1297,0.6212,0.6837,Strong,Significant
Tax Burden,Life_Expectancy,-24,-0.6526,0.0,68,-0.7711,-0.4905,Strong,Significant
Property Rights,Gini_Index,-20,-0.652,0.0,229,-0.7208,-0.5706,Strong,Significant
Government Spending,Gini_Index,22,0.6519,0.0,142,0.5458,0.7374,Strong,Significant
Property Rights,Life_Expectancy,-2,0.6517,0.0,1423,0.6207,0.6806,Strong,Significant
Business Freedom,HDI,7,0.6516,0.0,961,0.6137,0.6866,Strong,Significant
Tax Burden,HDI,16,-0.651,0.0,423,-0.7027,-0.5924,Strong,Significant
Business Freedom,HDI,9,0.6508,0.0,832,0.6098,0.6883,Strong,Significant
Tax Burden,HDI,20,-0.6505,0.0,223,-0.7203,-0.5676,Strong,Significant
Business Freedom,HDI,-3,0.6494,0.0,1286,0.6166,0.6799,Strong,Significant
Tax Burden,HDI,-9,-0.6487,0.0,822,-0.6866,-0.6073,Strong,Significant
Business Freedom,HDI,-15,0.648,0.0,467,0.5921,0.6977,Strong,Significant
Property Rights,Extreme_Poverty_Share,-14,-0.6477,0.0,454,-0.6981,-0.5909,Strong,Significant
Property Rights,Life_Expectancy,23,0.6476,0.0,102,0.5184,0.7479,Strong,Significant
Business Freedom,HDI,6,0.6475,0.0,1028,0.6105,0.6816,Strong,Significant
Tax Burden,HDI,15,-0.6469,0.0,477,-0.6962,-0.5914,Strong,Significant
Business Freedom,HDI,-14,0.6468,0.0,523,0.594,0.6941,Strong,Significant
Trade Freedom,HDI,-2,0.6467,0.0,1400,0.6152,0.6762,Strong,Significant
Business Freedom,HDI,-11,0.6461,0.0,697,0.6007,0.6874,Strong,Significant
Government Spending,HDI,-3,-0.6461,0.0,1286,-0.6769,-0.6131,Strong,Significant
Business Freedom,HDI,10,0.646,0.0,769,0.6029,0.6854,Strong,Significant
Government Spending,Life_Expectancy,17,-0.6456,0.0,370,-0.7014,-0.582,Strong,Significant
Tax Burden,Life_Expectancy,-7,-0.6455,0.0,964,-0.6808,-0.6071,Strong,Significant
Tax Burden,HDI,14,-0.645,0.0,533,-0.692,-0.5925,Strong,Significant
Business Freedom,HDI,-10,0.6449,0.0,759,0.6014,0.6847,Strong,Significant
Property Rights,Life_Expectancy,3,0.6449,0.0,1306,0.6121,0.6755,Strong,Significant
Business Freedom,HDI,-12,0.6437,0.0,637,0.5958,0.687,Strong,Significant
Business Freedom,HDI,-20,0.6431,0.0,216,0.5574,0.7152,Strong,Significant
Business Freedom,HDI,4,0.6428,0.0,1196,0.6082,0.6749,Strong,Significant
Trade Freedom,HDI,-3,0.6425,0.0,1286,0.6093,0.6736,Strong,Significant
Government Spending,Life_Expectancy,16,-0.6424,0.0,423,-0.6952,-0.5828,Strong,Significant
Tax Burden,HDI,-8,-0.6422,0.0,886,-0.6794,-0.6018,Strong,Significant
Business Freedom,HDI,-13,0.6416,0.0,579,0.591,0.6871,Strong,Significant
Tax Burden,HDI,13,-0.6415,0.0,589,-0.6867,-0.5913,Strong,Significant
Business Freedom,HDI,11,0.6415,0.0,707,0.5959,0.6829,Strong,Significant
Property Rights,Life_Expectancy,-1,0.6411,0.0,1547,0.6108,0.6695,Strong,Significant
Property Rights,Extreme_Poverty_Share,-23,-0.6407,0.0,80,-0.7543,-0.49,Strong,Significant
Tax Burden,HDI,21,-0.6401,0.0,178,-0.7195,-0.5443,Strong,Significant
Government Integrity,Extreme_Poverty_Share,-17,-0.64,0.0,301,-0.7022,-0.568,Strong,Significant
Property Rights,Life_Expectancy,2,0.6396,0.0,1421,0.6078,0.6694,Strong,Significant
Business Freedom,HDI,5,0.6396,0.0,1105,0.6034,0.6732,Strong,Significant
Government Spending,Life_Expectancy,20,-0.6395,0.0,223,-0.7111,-0.5547,Strong,Significant
Business Freedom,Life_Expectancy,24,0.639,0.0,66,0.4696,0.763,Strong,Significant
Government Integrity,Extreme_Poverty_Share,-18,-0.6387,0.0,255,-0.7062,-0.5598,Strong,Significant
Government Spending,HDI,2,-0.6387,0.0,1409,-0.6686,-0.6067,Strong,Significant
Property Rights,Extreme_Poverty_Share,-21,-0.6381,0.0,139,-0.7273,-0.5276,Strong,Significant
Government Spending,Life_Expectancy,15,-0.6379,0.0,477,-0.6883,-0.5814,Strong,Significant
Tax Burden,HDI,12,-0.6369,0.0,647,-0.6805,-0.5887,Strong,Significant
Government Spending,Life_Expectancy,18,-0.6368,0.0,320,-0.6977,-0.5667,Strong,Significant
Government Spending,Life_Expectancy,14,-0.6364,0.0,533,-0.6844,-0.583,Strong,Significant
Business Freedom,HDI,-9,0.6358,0.0,822,0.5932,0.6748,Strong,Significant
Property Rights,Extreme_Poverty_Share,-13,-0.6356,0.0,507,-0.6848,-0.5807,Strong,Significant
Property Rights,HDI,22,0.6351,0.0,138,0.5235,0.7252,Strong,Significant
Business Freedom,HDI,-4,0.6345,0.0,1184,0.5992,0.6674,Strong,Significant
Business Freedom,HDI,12,0.6343,0.0,647,0.5859,0.6782,Strong,Significant
Government Integrity,Extreme_Poverty_Share,-24,-0.6338,0.0,51,-0.7742,-0.434,Strong,Significant
Investment Freedom,Life_Expectancy,-8,0.6337,0.0,898,0.5929,0.6713,Strong,Significant
Property Rights,Extreme_Poverty_Share,-20,-0.6337,0.0,174,-0.7151,-0.5354,Strong,Significant
Government Spending,Life_Expectancy,13,-0.6333,0.0,589,-0.6793,-0.5823,Strong,Significant
Trade Freedom,Gini_Index,-24,-0.6326,0.0,68,-0.7568,-0.4641,Strong,Significant
Judicial Effectiveness,Life_Expectancy,-6,0.6325,0.0,350,0.5651,0.6915,Strong,Significant
Business Freedom,Life_Expectancy,23,0.6324,0.0,102,0.4993,0.7363,Strong,Significant
Judicial Effectiveness,Gini_Index,-23,-0.6323,0.0,105,-0.7349,-0.5014,Strong,Significant
Tax Burden,Life_Expectancy,16,-0.6321,0.0,423,-0.6861,-0.5712,Strong,Significant
Government Integrity,Extreme_Poverty_Share,-19,-0.6321,0.0,210,-0.707,-0.5432,Strong,Significant
Tax Burden,Life_Expectancy,15,-0.632,0.0,477,-0.6831,-0.5749,Strong,Significant
Judicial Effectiveness,Extreme_Poverty_Share,-18,-0.6317,0.0,203,-0.7078,-0.5411,Strong,Significant
Property Rights,Gini_Index,-19,-0.6316,0.0,277,-0.6975,-0.5551,Strong,Significant
Tax Burden,HDI,22,-0.6316,0.0,138,-0.7225,-0.5194,Strong,Significant
Judicial Effectiveness,Life_Expectancy,-1,0.6315,0.0,408,0.5694,0.6865,Strong,Significant
Government Spending,HDI,-2,-0.6315,0.0,1400,-0.662,-0.5989,Strong,Significant
Business Freedom,HDI,-6,0.631,0.0,1019,0.5926,0.6666,Strong,Significant
Business Freedom,HDI,-5,0.6307,0.0,1094,0.5937,0.6651,Strong,Significant
Tax Burden,Life_Expectancy,14,-0.6305,0.0,533,-0.6791,-0.5764,Strong,Significant
Tax Burden,HDI,11,-0.6304,0.0,707,-0.6728,-0.5838,Strong,Significant
Tax Burden,Life_Expectancy,17,-0.6303,0.0,370,-0.6881,-0.5647,Strong,Significant
Judicial Effectiveness,Gini_Index,-24,-0.6299,0.0,68,-0.7549,-0.4606,Strong,Significant
Government Spending,Life_Expectancy,19,-0.6298,0.0,270,-0.6968,-0.552,Strong,Significant
Business Freedom,HDI,-7,0.6294,0.0,952,0.5895,0.6663,Strong,Significant
Business Freedom,HDI,-8,0.6288,0.0,886,0.5873,0.667,Strong,Significant
Judicial Effectiveness,Life_Expectancy,-2,0.6283,0.0,400,0.5651,0.6842,Strong,Significant
Property Rights,Life_Expectancy,1,0.628,0.0,1545,0.5969,0.6573,Strong,Significant
Government Spending,HDI,-1,-0.6267,0.0,1522,-0.6563,-0.5952,Strong,Significant
Business Freedom,HDI,23,0.6267,0.0,102,0.4922,0.7319,Strong,Significant
Tax Burden,Life_Expectancy,13,-0.6265,0.0,589,-0.6733,-0.5748,Strong,Significant
Government Integrity,Extreme_Poverty_Share,-16,-0.6265,0.0,351,-0.6862,-0.5585,Strong,Significant
Judicial Effectiveness,Life_Expectancy,-7,0.6262,0.0,348,0.5578,0.6862,Strong,Significant
Tax Burden,Life_Expectancy,18,-0.6261,0.0,320,-0.6884,-0.5545,Strong,Significant
Investment Freedom,Life_Expectancy,-9,0.6261,0.0,834,0.583,0.6657,Strong,Significant
Property Rights,HDI,23,0.6256,0.0,102,0.4908,0.7311,Strong,Significant
Business Freedom,HDI,-22,0.6247,0.0,133,0.5085,0.7185,Strong,Significant
Overall Score,HDI,0,0.6242,0.0,1652,0.5939,0.6528,Strong,Significant
Trade Freedom,Life_Expectancy,0,0.6236,0.0,1679,0.5935,0.652,Strong,Significant
Tax Burden,HDI,-7,-0.6231,0.0,952,-0.6605,-0.5827,Strong,Significant
Business Freedom,HDI,13,0.623,0.0,589,0.5709,0.6701,Strong,Significant
Property Rights,Gini_Index,-18,-0.623,0.0,328,-0.6851,-0.5519,Strong,Significant
Business Freedom,Life_Expectancy,0,0.6229,0.0,1679,0.5928,0.6514,Strong,Significant
Tax Burden,Life_Expectancy,19,-0.6225,0.0,270,-0.6905,-0.5435,Strong,Significant
Overall Score,Gini_Index,-22,-0.6223,0.0,142,-0.7139,-0.5099,Strong,Significant
Trade Freedom,HDI,5,0.622,0.0,1105,0.5844,0.6569,Strong,Significant
Tax Burden,Life_Expectancy,12,-0.6218,0.0,647,-0.6669,-0.5722,Strong,Significant
Business Freedom,Life_Expectancy,-1,0.6216,0.0,1547,0.5901,0.6513,Strong,Significant
Government Spending,Life_Expectancy,12,-0.6213,0.0,647,-0.6665,-0.5716,Strong,Significant
Property Rights,Extreme_Poverty_Share,-12,-0.6211,0.0,561,-0.6694,-0.5674,Strong,Significant
Investment Freedom,Life_Expectancy,-7,0.6209,0.0,964,0.5805,0.6582,Strong,Significant
Business Freedom,HDI,-23,0.6207,0.0,98,0.4816,0.7293,Strong,Significant
Business Freedom,HDI,-21,0.6204,0.0,172,0.5189,0.7046,Strong,Significant
Property Rights,Life_Expectancy,0,0.6201,0.0,1679,0.5898,0.6487,Strong,Significant
Trade Freedom,Gini_Index,-23,-0.6199,0.0,105,-0.7254,-0.486,Strong,Significant
Investment Freedom,Extreme_Poverty_Share,-23,-0.6191,0.0,80,-0.7384,-0.4623,Strong,Significant
Government Spending,Gini_Index,21,0.6184,0.0,183,0.52,0.7006,Strong,Significant
Business Freedom,HDI,24,0.6176,0.0,66,0.4416,0.7479,Strong,Significant
Property Rights,Extreme_Poverty_Share,-11,-0.6176,0.0,616,-0.6642,-0.5662,Strong,Significant
Investment Freedom,Life_Expectancy,-10,0.617,0.0,771,0.5713,0.6589,Strong,Significant
Tax Burden,Life_Expectancy,-6,-0.6169,0.0,1032,-0.6533,-0.5776,Strong,Significant
Judicial Effectiveness,Life_Expectancy,-3,0.616,0.0,389,0.5503,0.6742,Strong,Significant
Trade Freedom,Gini_Index,-19,-0.616,0.0,277,-0.6842,-0.5371,Strong,Significant
Trade Freedom,Gini_Index,-20,-0.6156,0.0,229,-0.6901,-0.5281,Strong,Significant
Trade Freedom,HDI,-4,0.6155,0.0,1184,0.5788,0.6496,Strong,Significant
Tax Burden,Life_Expectancy,11,-0.6154,0.0,707,-0.6593,-0.5674,Strong,Significant
Trade Freedom,Life_Expectancy,1,0.6153,0.0,1545,0.5834,0.6454,Strong,Significant
Government Integrity,Extreme_Poverty_Share,-21,-0.6151,0.0,139,-0.709,-0.4998,Strong,Significant
Property Rights,Extreme_Poverty_Share,-10,-0.6148,0.0,676,-0.6597,-0.5657,Strong,Significant
Government Spending,HDI,1,-0.6144,0.0,1528,-0.6447,-0.5822,Strong,Significant
Government Integrity,Extreme_Poverty_Share,-20,-0.6143,0.0,174,-0.6992,-0.5124,Strong,Significant
Judicial Effectiveness,Extreme_Poverty_Share,-16,-0.6134,0.0,244,-0.6862,-0.5286,Strong,Significant
Trade Freedom,Gini_Index,-21,-0.6132,0.0,183,-0.6963,-0.5139,Strong,Significant
Tax Burden,HDI,10,-0.6127,0.0,769,-0.655,-0.5665,Strong,Significant
Tax Burden,Life_Expectancy,20,-0.6118,0.0,223,-0.6879,-0.5224,Strong,Significant
Investment Freedom,Life_Expectancy,-11,0.6117,0.0,709,0.5634,0.6558,Strong,Significant
Business Freedom,HDI,14,0.6116,0.0,533,0.5556,0.6622,Strong,Significant
Trade Freedom,Gini_Index,-18,-0.6113,0.0,328,-0.6749,-0.5387,Strong,Significant
Trade Freedom,Life_Expectancy,2,0.6109,0.0,1421,0.5772,0.6425,Strong,Significant
Property Rights,Extreme_Poverty_Share,-22,-0.6109,0.0,107,-0.7175,-0.4763,Strong,Significant
Tax Burden,HDI,23,-0.6108,0.0,102,-0.7198,-0.4725,Strong,Significant
Overall Score,HDI,-1,0.6106,0.0,1522,0.5781,0.6412,Strong,Significant
Trade Freedom,Gini_Index,-22,-0.6099,0.0,142,-0.7039,-0.4949,Strong,Significant
Business Freedom,Life_Expectancy,1,0.6093,0.0,1545,0.577,0.6398,Strong,Significant
Government Spending,Life_Expectancy,11,-0.6091,0.0,707,-0.6535,-0.5605,Strong,Significant
Property Rights,Gini_Index,-17,-0.6085,0.0,379,-0.6683,-0.541,Strong,Significant
Government Spending,Gini_Index,20,0.6082,0.0,229,0.5195,0.6839,Strong,Significant
Business Freedom,Life_Expectancy,-2,0.6073,0.0,1423,0.5734,0.6391,Strong,Significant
Investment Freedom,Life_Expectancy,-12,0.6072,0.0,649,0.5563,0.6537,Strong,Significant
Overall Score,HDI,1,0.6066,0.0,1528,0.5739,0.6374,Strong,Significant
Business Freedom,Life_Expectancy,2,0.6064,0.0,1421,0.5725,0.6383,Strong,Significant
Government Spending,Life_Expectancy,22,-0.606,0.0,138,-0.702,-0.4883,Strong,Significant
Tax Burden,HDI,-6,-0.6058,0.0,1019,-0.6433,-0.5654,Strong,Significant
Trade Freedom,HDI,6,0.6052,0.0,1028,0.565,0.6426,Strong,Significant
Investment Freedom,Life_Expectancy,-6,0.605,0.0,1032,0.5648,0.6423,Strong,Significant
Government Spending,Gini_Index,-7,0.6047,0.0,981,0.5634,0.6429,Strong,Significant
Property Rights,Extreme_Poverty_Share,-9,-0.6047,0.0,737,-0.6486,-0.5568,Strong,Significant
Business Freedom,Life_Expectancy,12,0.6045,0.0,647,0.5532,0.6512,Strong,Significant
Overall Score,Gini_Index,-21,-0.6045,0.0,183,-0.6891,-0.5036,Strong,Significant
Government Spending,Gini_Index,7,0.6041,0.0,981,0.5628,0.6424,Strong,Significant
Government Spending,Gini_Index,-8,0.604,0.0,914,0.5611,0.6436,Strong,Significant
Trade Freedom,Gini_Index,-17,-0.6036,0.0,379,-0.664,-0.5354,Strong,Significant
Business Freedom,Life_Expectancy,11,0.6033,0.0,707,0.5542,0.6482,Strong,Significant
Government Spending,Life_Expectancy,21,-0.6029,0.0,178,-0.6889,-0.5001,Strong,Significant
Government Integrity,Extreme_Poverty_Share,-15,-0.6027,0.0,402,-0.6615,-0.5365,Strong,Significant
Government Spending,Gini_Index,-6,0.6024,0.0,1050,0.5624,0.6396,Strong,Significant
Investment Freedom,HDI,-24,0.6021,0.0,63,0.4165,0.7396,Strong,Significant
Government Spending,Gini_Index,-9,0.6016,0.0,849,0.5568,0.6428,Strong,Significant
Government Spending,Gini_Index,8,0.6011,0.0,914,0.558,0.6409,Strong,Significant
Government Spending,Gini_Index,6,0.601,0.0,1050,0.5609,0.6383,Strong,Significant
Tax Burden,Life_Expectancy,21,-0.6009,0.0,178,-0.6872,-0.4978,Strong,Significant
Tax Burden,Life_Expectancy,10,-0.6005,0.0,769,-0.6438,-0.5532,Strong,Significant
Business Freedom,Life_Expectancy,10,0.6002,0.0,769,0.5529,0.6435,Strong,Significant
Tax Burden,HDI,9,-0.6002,0.0,832,-0.642,-0.5549,Strong,Significant
Business Freedom,Life_Expectancy,18,0.5999,0.0,320,0.5247,0.6657,Strong,Significant
Investment Freedom,Life_Expectancy,-13,0.5998,0.0,591,0.5455,0.649,Strong,Significant
Judicial Effectiveness,Life_Expectancy,-5,0.5998,0.0,360,0.5292,0.6621,Strong,Significant
Business Freedom,Life_Expectancy,3,0.5994,0.0,1306,0.5634,0.633,Strong,Significant
Overall Score,HDI,-2,0.5988,0.0,1400,0.5641,0.6314,Strong,Significant
Business Freedom,Life_Expectancy,19,0.5984,0.0,270,0.5159,0.67,Strong,Significant
Business Freedom,HDI,15,0.5983,0.0,477,0.5374,0.653,Strong,Significant
Business Freedom,Life_Expectancy,9,0.5982,0.0,832,0.5527,0.6402,Strong,Significant
Business Freedom,Life_Expectancy,13,0.5982,0.0,589,0.5437,0.6477,Strong,Significant
Government Spending,Gini_Index,9,0.598,0.0,849,0.5529,0.6395,Strong,Significant
Government Spending,Life_Expectancy,23,-0.5978,0.0,102,-0.7098,-0.4564,Strong,Significant
Government Spending,Gini_Index,-5,0.5978,0.0,1130,0.559,0.634,Strong,Significant
Government Spending,Life_Expectancy,24,-0.5977,0.0,66,-0.7336,-0.4159,Strong,Significant
Business Freedom,Life_Expectancy,15,0.5974,0.0,477,0.5364,0.6522,Strong,Significant
Tax Burden,Gini_Index,23,0.5974,0.0,105,0.4582,0.708,Strong,Significant
Government Spending,Gini_Index,-10,0.5971,0.0,785,0.5501,0.6403,Strong,Significant
Government Spending,HDI,0,-0.5971,0.0,1652,-0.6273,-0.5652,Strong,Significant
Business Freedom,Life_Expectancy,8,0.597,0.0,896,0.5532,0.6376,Strong,Significant
Overall Score,Life_Expectancy,0,0.5969,0.0,1679,0.5652,0.6268,Strong,Significant
Property Rights,Gini_Index,-16,-0.5967,0.0,433,-0.6542,-0.5324,Strong,Significant
Government Spending,Gini_Index,5,0.5965,0.0,1130,0.5576,0.6328,Strong,Significant
Business Freedom,Life_Expectancy,16,0.5964,0.0,423,0.5313,0.6546,Strong,Significant
Tax Burden,Gini_Index,22,0.5958,0.0,142,0.478,0.6926,Strong,Significant
Trade Freedom,HDI,-5,0.5956,0.0,1094,0.5559,0.6325,Strong,Significant
Business Freedom,Life_Expectancy,17,0.5955,0.0,370,0.5254,0.6575,Strong,Significant
Government Integrity,Gini_Index,-24,-0.5953,0.0,68,-0.7301,-0.4159,Strong,Significant
Trade Freedom,Gini_Index,-16,-0.5946,0.0,433,-0.6523,-0.53,Strong,Significant
Government Integrity,Extreme_Poverty_Share,-22,-0.5946,0.0,107,-0.7049,-0.4562,Strong,Significant
Judicial Effectiveness,Gini_Index,-19,-0.5944,0.0,237,-0.671,-0.5052,Strong,Significant
Investment Freedom,Extreme_Poverty_Share,-21,-0.5941,0.0,139,-0.6922,-0.4746,Strong,Significant
Investment Freedom,Extreme_Poverty_Share,-22,-0.594,0.0,107,-0.7044,-0.4555,Strong,Significant
